Company	Category	Job_Title	Basic_Qualifications	Preferred_Qualifications	Job_URL
Amazon	software-development	Software Development Engineer, Amazon Photos	· 2+ years of non-internship professional software development experience· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.	· MS or PhD in CS (or related field)· Experience working with Elasticsearch, Spark, Hadoop, and AWS ( EC2, S3, EMR, etc.)· Experience building high-performance, distributed systems· Meets/exceeds Amazon’s leadership principles requirements for this role· Meets/exceeds Amazon’s functional/technical depth and complexity for this role	https://www.amazon.jobs/en/jobs/1407717/software-development-engineer-amazon-photos
Amazon	software-development	Software Development Engineer - Human Factors and Ergonomic Innovation	· Bachelor's Degree in Computer Science or related field and 3+ years relevant work experience· Demonstrated ability to design, implement, and test software in a fast-paced environment· Demonstrated ability to independently take a project from idea to design to production deployment· Strong communication skills, ability to work well in a team environment	· Master’s degree or Ph.D. in Computer Science, Math, Statistics or related field with 3+ years of relevant work experience· Experience with advanced modern tools and environments (e.g., XML, web services, version control systems, bug/issue tracking tools)· Experience and knowledge in building software for large scale industrial systems, particularly with machine learning and computer vision· Experience with hardware integration· Ability to take a project from scoping requirements through actual launch and SLA-driven operations of the project	https://www.amazon.jobs/en/jobs/1407637/software-development-engineer-human-factors-and-ergonomic-innovation
Amazon	software-development	Software Development Engineer - Amazon One	· 2+ years of non-internship professional software development experience· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems	· BS in Computer Science or related technical field (In lieu of degree, 4 years of relevant work experience).· Proficient in at least one of: Java, C++, C# or other statically compiled language· Experience with one or more scripting languages: Python, etc.· At least 3 years’ experience as a key member of an engineering team participating in the complete product development lifecycle of successfully launched applications.· Strong examples demonstrating past work experience, deliverables and/or innovation across a broad range of methods.· Experience working in start-up mode building products and services from the ground up.· Experience with AWS cloud services· Evidence of working with existing systems; curious and able to learn new codebases· Able to deliver results in a cross-functional team, making high-quality contributions to other systems and libraries· Experience creating extensible, well-abstracted designs and driving consensus with other engineers	https://www.amazon.jobs/en/jobs/1407623/software-development-engineer-amazon-one
Amazon	software-development	Software Development Engineer	· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 3+ year of non-internship professional software development experience.· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design.· 2+ year of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.	· BS/MS in Computer Science or equivalent experience· Strong distributed systems and web services design and implementation experience.· Experience implementing servers in a Linux environment.· Deep expertise in either Java or C++ and proficiency with one other programming language· Track record of building and delivering complex software systems to customers.· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations.· Ability to take a project from concept to actual launch.	https://www.amazon.jobs/en/jobs/1407579/software-development-engineer
Amazon	software-development	Software Development Engineer I	· Bachelor’s degree (or higher) in Computer Science or a related discipline· 2+ years of software development experience	· Working knowledge of relational and NoSQL databases· Fluency with Java, C/C++, or C#· In-depth knowledge of CS data structures and algorithms· Strong problem solving ability and object-oriented design skills· Master’s degree or PhD in Computer Science	https://www.amazon.jobs/en/jobs/1407512/software-development-engineer-i
Amazon	software-development	Software Development Engineer III	· Bachelor’s degree (or higher) in Computer Science or a related discipline· 5+ years of software development experience· 2+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems	· Master's degree in Computer Science, Engineering or related field· 8+ years of distributed system development experience· Fluency with Java, C/C++, or C#· In-depth knowledge of CS data structures and algorithms· Working knowledge of relational and NoSQL databases· Experience in accounting, international tax law, and/or finance	https://www.amazon.jobs/en/jobs/1407502/software-development-engineer-iii
Amazon	software-development	Software Development Engineer III	· Bachelor’s degree (or higher) in Computer Science or a related discipline· 5+ years of software development experience· 2+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems	· Master's degree in Computer Science, Engineering or related field· 8+ years of distributed system development experience· Fluency with Java, C/C++, or C#· In-depth knowledge of CS data structures and algorithms· Working knowledge of relational and NoSQL databases· Experience in accounting, international tax law, and/or finance	https://www.amazon.jobs/en/jobs/1407501/software-development-engineer-iii
Amazon	software-development	Software Development Manager III	· Bachelor's Degree in Computer Science or related degree· 6+ years of experience in Software development and 4+ years as a Development Manager	· Proven track record of hiring and managing high performing engineering teams· Breadth and depth of experience building and managing software systems and teams· Excellent written and verbal communication skills with the ability to present complex technical information in a clear and concise manner to executives and non-technical leaders· Master’s degree or PhD in Computer Science	https://www.amazon.jobs/en/jobs/1407500/software-development-manager-iii
Amazon	software-development	Software Development Manager III	· Bachelor's Degree in Computer Science or related degree· 6+ years of experience in Software development and 4+ years as a Development Manager	· Proven track record of hiring and managing high performing engineering teams· Breadth and depth of experience building and managing software systems and teams· Excellent written and verbal communication skills with the ability to present complex technical information in a clear and concise manner to executives and non-technical leaders· Master’s degree or PhD in Computer Science	https://www.amazon.jobs/en/jobs/1407499/software-development-manager-iii
Amazon	software-development	Software Development Engineer - Identity Services	· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.· 2+ years of non-internship professional software development experience	- Bachelor's Degree in Computer Science (or relevant equivalent)- Full-stack mobile development experience - Android / iOS, modern web browsers, and services mainly in Java in a Linux or Unix environment- Proficiency with object-oriented design, data structures, and algorithms- Strong problem solving skills; adaptable, proactive and willing to take ownership.- Strong debugging, troubleshooting, and problem-solving skills	https://www.amazon.jobs/en/jobs/1407295/software-development-engineer-identity-services
Amazon	software-development	Software Development Manager (AWS Outposts)	· Bachelors degree in Computer Science or related field· 7+ years' software experience in a modern programming language, such as Java, Kotlin, Scala, C or C++.· 3+ years' experience managing and developing direct reports (performance review communication, accountability, motivation/engagement)	· Experience with designing and building large scale systems· Track record of defining and executing on complex projects· Experience leading teams using multiple languages· Excellent problem solving skills; ability to simplify and innovate· Excellent leadership, verbal and written communication skills· Ability to collaborate, be both highly motivated and motivating· Proven results oriented person with a bias to action	https://www.amazon.jobs/en/jobs/1407143/software-development-manager-aws-outposts
Amazon	software-development	Software Development Engineer (Android)	· 5+ years in Software Development with at least 3 years developing multi-threaded mobile applications· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.· Completed Bachelor's degree in Computer Science or equivalent· Expert knowledge of Java and the JDK and Android Developers Kit. Expert knowledge of Android Architecture, performance optimization, and Security. Advanced Android UI Skills (Fragments, Custom view components)	· Experience in mobile app development in Android· Customer obsessed with the ability to deal with ambiguity· Experience building complex software systems that have been successfully delivered to customers· Knowledge of professional software engineering practices and best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Ability to take a project from scoping requirements through actual launch of the project· Experience in communicating with users, other technical teams, and management to collect requirements, describe software features, and technical designs· Experience in utilizing Mobile design patterns, building mobile frameworks/SDKs, building custom UX widgets and optimizing apps for performance.	https://www.amazon.jobs/en/jobs/1407082/software-development-engineer-android
Amazon	software-development	Software Development Engineer	· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.· 2+ years of non-internship professional software development experience	· Experience mentoring a small group of peers and junior engineers· Passion for adoption of best practices and tools to improve code quality and operations.· General understanding of application security concepts, such as cryptography, penetration testing and threat modeling.· Ability to effectively drive cross-team solutions that have complex dependencies and requirements.· Ability to handle multiple competing priorities in a fast-paced environment.	https://www.amazon.jobs/en/jobs/1406979/software-development-engineer
Amazon	software-development	Software Development Engineer II	· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.· 2+ years of non-internship professional software development experience	• Masters in Computer Science or related area or equivalent industry experience• Experience writing code in a high volume, service based architecture• 4+ years professional experience in software development• Computer Science fundamentals in object-oriented design and data structures• Experience with algorithm design, problem solving, and complexity analysis• Proficiency in, at least, one modern programming language such as Java, Python, C++ or C#	https://www.amazon.jobs/en/jobs/1406978/software-development-engineer-ii
Amazon	software-development	Software Development Engineer II	· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.· 2+ years of non-internship professional software development experience	• Masters in Computer Science or related area or equivalent industry experience• Experience writing code in a high volume, service based architecture• 4+ years professional experience in software development• Computer Science fundamentals in object-oriented design and data structures• Experience with algorithm design, problem solving, and complexity analysis• Proficiency in, at least, one modern programming language such as Java, Python, C++ or C#	https://www.amazon.jobs/en/jobs/1406970/software-development-engineer-ii
Amazon	software-development	Sr. Software Developer Engineer - Luna	· 3+ years of programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 2+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems· 4+ years of professional software development experienceSoftware Engineers at Amazon do so much more than just software development:· Will work in an Agile/Scrum environment to deliver on-time, high-quality software· Responsible for the development and maintenance of key system features· Designs scalable software systems that solve key business problems and contribute to scaling the business· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including agile development, coding standards, code reviews, source control management, build processes, testing, and operations· Technical leadership of large-sized technical projects with minimal supervision· Track record of designing, building and delivering complex software systems	· Master's Degree in Computer Science or related field· Experience building complex software systems that have been successfully delivered to customers· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Programming experience in at least one modern programming language such as C, C++, C#, or Java· Strong focus on customers and operational excellence· Experience in communicating with users, other technical teams and management to collect requirements, describe software product features, and technical design	https://www.amazon.jobs/en/jobs/1406951/sr-software-developer-engineer-luna
Amazon	software-development	Software Development Engineer, AA	· Proficiency in at least one modern programming language such as C, C++, C#, Java, Python, Ruby, or Go· Bachelor’s Degree in Computer Science or related field· Equivalent experience to a Bachelor's degree based on 3 years of experience for every 1 year of education· Computer Science fundamentals in object-oriented design· Computer Science fundamentals in data structures· Computer Science fundamentals in algorithm design, problem solving, and complexity analysis· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design	· Advanced degree in Computer Science or a related field.· Experience working in a complex, service oriented software development.· Experience working on automated, closed loop marketing technologies.· Experience working with Big-data, Machine Learning, and using large-scale data repository for business intelligence.Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.	https://www.amazon.jobs/en/jobs/1406893/software-development-engineer-aa
Amazon	software-development	Software Development Engineer II	· Bachelors of Science degree in Computer Science or related field· Proven track record of leading the delivery of large-scale, high-quality systems· Deep hands-on technical expertise in at least one major technical area: large scale Unix systems engineering, building complex distributed systems, building monitoring or management tools for large-scale environments.· Experience managing complex projects, with significant bottom-line impact· Experience leading development life cycle process and best practices· Experience mentoring/training an engineering community on complex technical issues	· Advanced degree in Computer Science or a related field.· Experience working in a complex, service oriented software development.· Experience working on automated, closed loop marketing technologies.· Experience working with Big-data, Machine Learning, and using large-scale data repository for business intelligence.	https://www.amazon.jobs/en/jobs/1406892/software-development-engineer-ii
Amazon	software-development	Software Development Engineer	· 2+ years of non-internship professional software development experience· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.· Bachelors Degree.· 1+ years experience in building web applications with JavaScript/CSS Frameworks.· 1+ years of development and maintenance of web services.· 2+ years experience in, at least, one modern programming language such as Java, C#.	· Experience building on AWS technologies· Android/Java/C++· Chromium experience· Knowledge of AWS infrastructure technologies.· Understanding of client/server security models in the enterprise· A strong understanding of excellent API design patterns for customer-facing software.· Proven track record of ownership in designing, developing, and operating software at scale.· Top-notch communication skills with technical and non-technical staff.· A thirst for knowledge and continuous improvement· Demonstrated ability to ship product to customers.Team Player.· Meets/exceeds Amazon’s leadership principles requirements for this role· Meets/exceeds Amazon’s functional/technical depth and complexity for this roleAmazon.com is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age.	https://www.amazon.jobs/en/jobs/1406884/software-development-engineer
Amazon	software-development	Software Development Engineer - Amazon Go	· 2+ years of non-internship professional software development experience· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.	· Bachelor’s degree in Computer Science or related field.Experience with designing and building large-scale systems in a multi-tiered, distributed environment (Service Oriented Architecture).· Expertise in data structures, algorithms, and complexity analysis.· Understanding of Software Development Life Cycle (SDLC) and project planning/execution skills including estimating and scheduling.· Experience optimizing for short term execution while planning for long term technical capabilities. Ability and willingness to multi-task and learn new technologies quickly.	https://www.amazon.jobs/en/jobs/1406866/software-development-engineer-amazon-go
Amazon	software-development	Software Development Engineer I	· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design	· Bachelors degree in Computer Science/related field or equivalent work experience· Experience building complex software systems that have been successfully delivered to customers.· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations.· Understanding of CI/CD and Agile software engineering practices· Experience in communicating (written and verbal) with users, other technical teams, and senior management to collect requirements, describe software product features, technical designs, and product strategy.· Experience with Identity Platform, Robot Detection· Deal well with ambiguous/undefined problems; ability to think abstractly· Strong, object-oriented design and coding skills (C/C++ and/or Java/ Python preferably on a UNIX or Linux platform)· Knowledge of Perl or other scripting languages a plus· Experience mentoring other software engineers· Graduate degree a plusAmazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age.	https://www.amazon.jobs/en/jobs/1406860/software-development-engineer-i
Amazon	software-development	Embedded Software Engineer - Machine Vision 	· Bachelor's degree in Electrical Engineering, Computer Engineering or Computer Science.· Hands-on experience with system development and integration.· Experience in embedded C, C++, or Java programming Familiar with test equipment and methods.· Interested and able to travel internationally	· Experience in C/C++ in a GNU/Linux development environment.· Experience developing digital electronic hardware· Familiarity with real-time computer vision systems or camera pipelines, as well as image processing concepts.Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.	https://www.amazon.jobs/en/jobs/1406636/embedded-software-engineer-machine-vision
